WKT,CGI
"POLYGON ((116.1446551724138 39.88656314045573, 116.1504310344828 39.88322844493541, 116.1504310344828 39.87655905389477, 116.1446551724138 39.87322435837445, 116.1388793103448 39.87655905389477, 116.1388793103448 39.88322844493541, 116.1446551724138 39.88656314045573))",1511
"POLYGON ((116.1562068965517 39.88656314045573, 116.1619827586207 39.88322844493541, 116.1619827586207 39.87655905389477, 116.1562068965517 39.87322435837445, 116.1504310344828 39.87655905389477, 116.1504310344828 39.88322844493541, 116.1562068965517 39.88656314045573))",1512
"POLYGON ((116.1677586206897 39.88656314045573, 116.1735344827586 39.88322844493541, 116.1735344827586 39.87655905389477, 116.1677586206897 39.87322435837445, 116.1619827586207 39.87655905389477, 116.1619827586207 39.88322844493541, 116.1677586206897 39.88656314045573))",1513
"POLYGON ((116.1793103448276 39.88656314045573, 116.1850862068966 39.88322844493541, 116.1850862068966 39.87655905389477, 116.1793103448276 39.87322435837445, 116.1735344827586 39.87655905389477, 116.1735344827586 39.88322844493541, 116.1793103448276 39.88656314045573))",1514
"POLYGON ((116.1908620689655 39.88656314045573, 116.1966379310345 39.88322844493541, 116.1966379310345 39.87655905389477, 116.1908620689655 39.87322435837445, 116.1850862068965 39.87655905389477, 116.1850862068965 39.88322844493541, 116.1908620689655 39.88656314045573))",1515
"POLYGON ((116.2024137931034 39.88656314045573, 116.2081896551724 39.88322844493541, 116.2081896551724 39.87655905389477, 116.2024137931034 39.87322435837445, 116.1966379310345 39.87655905389477, 116.1966379310345 39.88322844493541, 116.2024137931034 39.88656314045573))",1516
"POLYGON ((116.2139655172414 39.88656314045573, 116.2197413793103 39.88322844493541, 116.2197413793103 39.87655905389477, 116.2139655172414 39.87322435837445, 116.2081896551724 39.87655905389477, 116.2081896551724 39.88322844493541, 116.2139655172414 39.88656314045573))",1517
"POLYGON ((116.2255172413793 39.88656314045573, 116.2312931034483 39.88322844493541, 116.2312931034483 39.87655905389477, 116.2255172413793 39.87322435837445, 116.2197413793103 39.87655905389477, 116.2197413793103 39.88322844493541, 116.2255172413793 39.88656314045573))",1518
"POLYGON ((116.2370689655172 39.88656314045573, 116.2428448275862 39.88322844493541, 116.2428448275862 39.87655905389477, 116.2370689655172 39.87322435837445, 116.2312931034483 39.87655905389477, 116.2312931034483 39.88322844493541, 116.2370689655172 39.88656314045573))",1519
"POLYGON ((116.2486206896552 39.88656314045573, 116.2543965517241 39.88322844493541, 116.2543965517241 39.87655905389477, 116.2486206896552 39.87322435837445, 116.2428448275862 39.87655905389477, 116.2428448275862 39.88322844493541, 116.2486206896552 39.88656314045573))",1520
"POLYGON ((116.2601724137931 39.88656314045573, 116.2659482758621 39.88322844493541, 116.2659482758621 39.87655905389477, 116.2601724137931 39.87322435837445, 116.2543965517241 39.87655905389477, 116.2543965517241 39.88322844493541, 116.2601724137931 39.88656314045573))",1521
"POLYGON ((116.271724137931 39.88656314045573, 116.2775 39.88322844493541, 116.2775 39.87655905389477, 116.271724137931 39.87322435837445, 116.2659482758621 39.87655905389477, 116.2659482758621 39.88322844493541, 116.271724137931 39.88656314045573))",1522
"POLYGON ((116.283275862069 39.88656314045573, 116.2890517241379 39.88322844493541, 116.2890517241379 39.87655905389477, 116.283275862069 39.87322435837445, 116.2775 39.87655905389477, 116.2775 39.88322844493541, 116.283275862069 39.88656314045573))",1523
"POLYGON ((116.2948275862069 39.88656314045573, 116.3006034482759 39.88322844493541, 116.3006034482759 39.87655905389477, 116.2948275862069 39.87322435837445, 116.2890517241379 39.87655905389477, 116.2890517241379 39.88322844493541, 116.2948275862069 39.88656314045573))",1524
"POLYGON ((116.3063793103448 39.88656314045573, 116.3121551724138 39.88322844493541, 116.3121551724138 39.87655905389477, 116.3063793103448 39.87322435837445, 116.3006034482759 39.87655905389477, 116.3006034482759 39.88322844493541, 116.3063793103448 39.88656314045573))",1525
"POLYGON ((116.3179310344828 39.88656314045573, 116.3237068965517 39.88322844493541, 116.3237068965517 39.87655905389477, 116.3179310344828 39.87322435837445, 116.3121551724138 39.87655905389477, 116.3121551724138 39.88322844493541, 116.3179310344828 39.88656314045573))",1526
"POLYGON ((116.3294827586207 39.88656314045573, 116.3352586206897 39.88322844493541, 116.3352586206897 39.87655905389477, 116.3294827586207 39.87322435837445, 116.3237068965517 39.87655905389477, 116.3237068965517 39.88322844493541, 116.3294827586207 39.88656314045573))",1527
"POLYGON ((116.3410344827586 39.88656314045573, 116.3468103448276 39.88322844493541, 116.3468103448276 39.87655905389477, 116.3410344827586 39.87322435837445, 116.3352586206896 39.87655905389477, 116.3352586206896 39.88322844493541, 116.3410344827586 39.88656314045573))",1528
"POLYGON ((116.3525862068965 39.88656314045573, 116.3583620689655 39.88322844493541, 116.3583620689655 39.87655905389477, 116.3525862068965 39.87322435837445, 116.3468103448276 39.87655905389477, 116.3468103448276 39.88322844493541, 116.3525862068965 39.88656314045573))",1529
"POLYGON ((116.3641379310345 39.88656314045573, 116.3699137931034 39.88322844493541, 116.3699137931034 39.87655905389477, 116.3641379310345 39.87322435837445, 116.3583620689655 39.87655905389477, 116.3583620689655 39.88322844493541, 116.3641379310345 39.88656314045573))",1530
"POLYGON ((116.3756896551724 39.88656314045573, 116.3814655172414 39.88322844493541, 116.3814655172414 39.87655905389477, 116.3756896551724 39.87322435837445, 116.3699137931034 39.87655905389477, 116.3699137931034 39.88322844493541, 116.3756896551724 39.88656314045573))",1531
"POLYGON ((116.3872413793103 39.88656314045573, 116.3930172413793 39.88322844493541, 116.3930172413793 39.87655905389477, 116.3872413793103 39.87322435837445, 116.3814655172414 39.87655905389477, 116.3814655172414 39.88322844493541, 116.3872413793103 39.88656314045573))",1532
"POLYGON ((116.3987931034483 39.88656314045573, 116.4045689655172 39.88322844493541, 116.4045689655172 39.87655905389477, 116.3987931034483 39.87322435837445, 116.3930172413793 39.87655905389477, 116.3930172413793 39.88322844493541, 116.3987931034483 39.88656314045573))",1533
"POLYGON ((116.4103448275862 39.88656314045573, 116.4161206896552 39.88322844493541, 116.4161206896552 39.87655905389477, 116.4103448275862 39.87322435837445, 116.4045689655172 39.87655905389477, 116.4045689655172 39.88322844493541, 116.4103448275862 39.88656314045573))",1534
"POLYGON ((116.4218965517241 39.88656314045573, 116.4276724137931 39.88322844493541, 116.4276724137931 39.87655905389477, 116.4218965517241 39.87322435837445, 116.4161206896552 39.87655905389477, 116.4161206896552 39.88322844493541, 116.4218965517241 39.88656314045573))",1535
"POLYGON ((116.4334482758621 39.88656314045573, 116.439224137931 39.88322844493541, 116.439224137931 39.87655905389477, 116.4334482758621 39.87322435837445, 116.4276724137931 39.87655905389477, 116.4276724137931 39.88322844493541, 116.4334482758621 39.88656314045573))",1536
"POLYGON ((116.445 39.88656314045573, 116.450775862069 39.88322844493541, 116.450775862069 39.87655905389477, 116.445 39.87322435837445, 116.439224137931 39.87655905389477, 116.439224137931 39.88322844493541, 116.445 39.88656314045573))",1537
"POLYGON ((116.4565517241379 39.88656314045573, 116.4623275862069 39.88322844493541, 116.4623275862069 39.87655905389477, 116.4565517241379 39.87322435837445, 116.450775862069 39.87655905389477, 116.450775862069 39.88322844493541, 116.4565517241379 39.88656314045573))",1538
"POLYGON ((116.4681034482759 39.88656314045573, 116.4738793103448 39.88322844493541, 116.4738793103448 39.87655905389477, 116.4681034482759 39.87322435837445, 116.4623275862069 39.87655905389477, 116.4623275862069 39.88322844493541, 116.4681034482759 39.88656314045573))",1539
"POLYGON ((116.4796551724138 39.88656314045573, 116.4854310344828 39.88322844493541, 116.4854310344828 39.87655905389477, 116.4796551724138 39.87322435837445, 116.4738793103448 39.87655905389477, 116.4738793103448 39.88322844493541, 116.4796551724138 39.88656314045573))",1540
"POLYGON ((116.4912068965517 39.88656314045573, 116.4969827586207 39.88322844493541, 116.4969827586207 39.87655905389477, 116.4912068965517 39.87322435837445, 116.4854310344827 39.87655905389477, 116.4854310344827 39.88322844493541, 116.4912068965517 39.88656314045573))",1541
"POLYGON ((116.5027586206896 39.88656314045573, 116.5085344827586 39.88322844493541, 116.5085344827586 39.87655905389477, 116.5027586206896 39.87322435837445, 116.4969827586207 39.87655905389477, 116.4969827586207 39.88322844493541, 116.5027586206896 39.88656314045573))",1542
"POLYGON ((116.5143103448276 39.88656314045573, 116.5200862068966 39.88322844493541, 116.5200862068966 39.87655905389477, 116.5143103448276 39.87322435837445, 116.5085344827586 39.87655905389477, 116.5085344827586 39.88322844493541, 116.5143103448276 39.88656314045573))",1543
"POLYGON ((116.5258620689655 39.88656314045573, 116.5316379310345 39.88322844493541, 116.5316379310345 39.87655905389477, 116.5258620689655 39.87322435837445, 116.5200862068965 39.87655905389477, 116.5200862068965 39.88322844493541, 116.5258620689655 39.88656314045573))",1544
"POLYGON ((116.5374137931034 39.88656314045573, 116.5431896551724 39.88322844493541, 116.5431896551724 39.87655905389477, 116.5374137931034 39.87322435837445, 116.5316379310345 39.87655905389477, 116.5316379310345 39.88322844493541, 116.5374137931034 39.88656314045573))",1545
"POLYGON ((116.5489655172414 39.88656314045573, 116.5547413793103 39.88322844493541, 116.5547413793103 39.87655905389477, 116.5489655172414 39.87322435837445, 116.5431896551724 39.87655905389477, 116.5431896551724 39.88322844493541, 116.5489655172414 39.88656314045573))",1546
"POLYGON ((116.5605172413793 39.88656314045573, 116.5662931034483 39.88322844493541, 116.5662931034483 39.87655905389477, 116.5605172413793 39.87322435837445, 116.5547413793103 39.87655905389477, 116.5547413793103 39.88322844493541, 116.5605172413793 39.88656314045573))",1547
"POLYGON ((116.5720689655172 39.88656314045573, 116.5778448275862 39.88322844493541, 116.5778448275862 39.87655905389477, 116.5720689655172 39.87322435837445, 116.5662931034483 39.87655905389477, 116.5662931034483 39.88322844493541, 116.5720689655172 39.88656314045573))",1548
"POLYGON ((116.5836206896552 39.88656314045573, 116.5893965517241 39.88322844493541, 116.5893965517241 39.87655905389477, 116.5836206896552 39.87322435837445, 116.5778448275862 39.87655905389477, 116.5778448275862 39.88322844493541, 116.5836206896552 39.88656314045573))",1549
"POLYGON ((116.5951724137931 39.88656314045573, 116.6009482758621 39.88322844493541, 116.6009482758621 39.87655905389477, 116.5951724137931 39.87322435837445, 116.5893965517241 39.87655905389477, 116.5893965517241 39.88322844493541, 116.5951724137931 39.88656314045573))",1550
"POLYGON ((116.606724137931 39.88656314045573, 116.6125 39.88322844493541, 116.6125 39.87655905389477, 116.606724137931 39.87322435837445, 116.6009482758621 39.87655905389477, 116.6009482758621 39.88322844493541, 116.606724137931 39.88656314045573))",1551
"POLYGON ((116.618275862069 39.88656314045573, 116.6240517241379 39.88322844493541, 116.6240517241379 39.87655905389477, 116.618275862069 39.87322435837445, 116.6125 39.87655905389477, 116.6125 39.88322844493541, 116.618275862069 39.88656314045573))",1552
"POLYGON ((116.6298275862069 39.88656314045573, 116.6356034482759 39.88322844493541, 116.6356034482759 39.87655905389477, 116.6298275862069 39.87322435837445, 116.6240517241379 39.87655905389477, 116.6240517241379 39.88322844493541, 116.6298275862069 39.88656314045573))",1553
"POLYGON ((116.6413793103448 39.88656314045573, 116.6471551724138 39.88322844493541, 116.6471551724138 39.87655905389477, 116.6413793103448 39.87322435837445, 116.6356034482758 39.87655905389477, 116.6356034482758 39.88322844493541, 116.6413793103448 39.88656314045573))",1554
"POLYGON ((116.6529310344827 39.88656314045573, 116.6587068965517 39.88322844493541, 116.6587068965517 39.87655905389477, 116.6529310344827 39.87322435837445, 116.6471551724138 39.87655905389477, 116.6471551724138 39.88322844493541, 116.6529310344827 39.88656314045573))",1555
"POLYGON ((116.6644827586207 39.88656314045573, 116.6702586206897 39.88322844493541, 116.6702586206897 39.87655905389477, 116.6644827586207 39.87322435837445, 116.6587068965517 39.87655905389477, 116.6587068965517 39.88322844493541, 116.6644827586207 39.88656314045573))",1556
"POLYGON ((116.6760344827586 39.88656314045573, 116.6818103448276 39.88322844493541, 116.6818103448276 39.87655905389477, 116.6760344827586 39.87322435837445, 116.6702586206896 39.87655905389477, 116.6702586206896 39.88322844493541, 116.6760344827586 39.88656314045573))",1557
"POLYGON ((116.6875862068965 39.88656314045573, 116.6933620689655 39.88322844493541, 116.6933620689655 39.87655905389477, 116.6875862068965 39.87322435837445, 116.6818103448276 39.87655905389477, 116.6818103448276 39.88322844493541, 116.6875862068965 39.88656314045573))",1558
"POLYGON ((116.6991379310345 39.88656314045573, 116.7049137931034 39.88322844493541, 116.7049137931034 39.87655905389477, 116.6991379310345 39.87322435837445, 116.6933620689655 39.87655905389477, 116.6933620689655 39.88322844493541, 116.6991379310345 39.88656314045573))",1559
"POLYGON ((116.7106896551724 39.88656314045573, 116.7164655172414 39.88322844493541, 116.7164655172414 39.87655905389477, 116.7106896551724 39.87322435837445, 116.7049137931034 39.87655905389477, 116.7049137931034 39.88322844493541, 116.7106896551724 39.88656314045573))",1560
"POLYGON ((116.7222413793103 39.88656314045573, 116.7280172413793 39.88322844493541, 116.7280172413793 39.87655905389477, 116.7222413793103 39.87322435837445, 116.7164655172414 39.87655905389477, 116.7164655172414 39.88322844493541, 116.7222413793103 39.88656314045573))",1561
"POLYGON ((116.7337931034483 39.88656314045573, 116.7395689655172 39.88322844493541, 116.7395689655172 39.87655905389477, 116.7337931034483 39.87322435837445, 116.7280172413793 39.87655905389477, 116.7280172413793 39.88322844493541, 116.7337931034483 39.88656314045573))",1562
"POLYGON ((116.7453448275862 39.88656314045573, 116.7511206896552 39.88322844493541, 116.7511206896552 39.87655905389477, 116.7453448275862 39.87322435837445, 116.7395689655172 39.87655905389477, 116.7395689655172 39.88322844493541, 116.7453448275862 39.88656314045573))",1563
"POLYGON ((116.7568965517241 39.88656314045573, 116.7626724137931 39.88322844493541, 116.7626724137931 39.87655905389477, 116.7568965517241 39.87322435837445, 116.7511206896552 39.87655905389477, 116.7511206896552 39.88322844493541, 116.7568965517241 39.88656314045573))",1564
"POLYGON ((116.7684482758621 39.88656314045573, 116.774224137931 39.88322844493541, 116.774224137931 39.87655905389477, 116.7684482758621 39.87322435837445, 116.7626724137931 39.87655905389477, 116.7626724137931 39.88322844493541, 116.7684482758621 39.88656314045573))",1565
"POLYGON ((116.115775862069 39.87655905389477, 116.1215517241379 39.87322435837445, 116.1215517241379 39.8665549673338, 116.115775862069 39.86322027181349, 116.11 39.8665549673338, 116.11 39.87322435837445, 116.115775862069 39.87655905389477))",1566
"POLYGON ((116.1273275862069 39.87655905389477, 116.1331034482759 39.87322435837445, 116.1331034482759 39.8665549673338, 116.1273275862069 39.86322027181349, 116.1215517241379 39.8665549673338, 116.1215517241379 39.87322435837445, 116.1273275862069 39.87655905389477))",1567
"POLYGON ((116.1388793103448 39.87655905389477, 116.1446551724138 39.87322435837445, 116.1446551724138 39.8665549673338, 116.1388793103448 39.86322027181349, 116.1331034482759 39.8665549673338, 116.1331034482759 39.87322435837445, 116.1388793103448 39.87655905389477))",1568
"POLYGON ((116.1504310344828 39.87655905389477, 116.1562068965517 39.87322435837445, 116.1562068965517 39.8665549673338, 116.1504310344828 39.86322027181349, 116.1446551724138 39.8665549673338, 116.1446551724138 39.87322435837445, 116.1504310344828 39.87655905389477))",1569
"POLYGON ((116.1619827586207 39.87655905389477, 116.1677586206897 39.87322435837445, 116.1677586206897 39.8665549673338, 116.1619827586207 39.86322027181349, 116.1562068965517 39.8665549673338, 116.1562068965517 39.87322435837445, 116.1619827586207 39.87655905389477))",1570
"POLYGON ((116.1735344827586 39.87655905389477, 116.1793103448276 39.87322435837445, 116.1793103448276 39.8665549673338, 116.1735344827586 39.86322027181349, 116.1677586206897 39.8665549673338, 116.1677586206897 39.87322435837445, 116.1735344827586 39.87655905389477))",1571
"POLYGON ((116.1850862068966 39.87655905389477, 116.1908620689655 39.87322435837445, 116.1908620689655 39.8665549673338, 116.1850862068966 39.86322027181349, 116.1793103448276 39.8665549673338, 116.1793103448276 39.87322435837445, 116.1850862068966 39.87655905389477))",1572
"POLYGON ((116.1966379310345 39.87655905389477, 116.2024137931035 39.87322435837445, 116.2024137931035 39.8665549673338, 116.1966379310345 39.86322027181349, 116.1908620689655 39.8665549673338, 116.1908620689655 39.87322435837445, 116.1966379310345 39.87655905389477))",1573
"POLYGON ((116.2081896551724 39.87655905389477, 116.2139655172414 39.87322435837445, 116.2139655172414 39.8665549673338, 116.2081896551724 39.86322027181349, 116.2024137931034 39.8665549673338, 116.2024137931034 39.87322435837445, 116.2081896551724 39.87655905389477))",1574
"POLYGON ((116.2197413793103 39.87655905389477, 116.2255172413793 39.87322435837445, 116.2255172413793 39.8665549673338, 116.2197413793103 39.86322027181349, 116.2139655172414 39.8665549673338, 116.2139655172414 39.87322435837445, 116.2197413793103 39.87655905389477))",1575
"POLYGON ((116.2312931034483 39.87655905389477, 116.2370689655173 39.87322435837445, 116.2370689655173 39.8665549673338, 116.2312931034483 39.86322027181349, 116.2255172413793 39.8665549673338, 116.2255172413793 39.87322435837445, 116.2312931034483 39.87655905389477))",1576
"POLYGON ((116.2428448275862 39.87655905389477, 116.2486206896552 39.87322435837445, 116.2486206896552 39.8665549673338, 116.2428448275862 39.86322027181349, 116.2370689655172 39.8665549673338, 116.2370689655172 39.87322435837445, 116.2428448275862 39.87655905389477))",1577
"POLYGON ((116.2543965517241 39.87655905389477, 116.2601724137931 39.87322435837445, 116.2601724137931 39.8665549673338, 116.2543965517241 39.86322027181349, 116.2486206896552 39.8665549673338, 116.2486206896552 39.87322435837445, 116.2543965517241 39.87655905389477))",1578
"POLYGON ((116.2659482758621 39.87655905389477, 116.271724137931 39.87322435837445, 116.271724137931 39.8665549673338, 116.2659482758621 39.86322027181349, 116.2601724137931 39.8665549673338, 116.2601724137931 39.87322435837445, 116.2659482758621 39.87655905389477))",1579
"POLYGON ((116.2775 39.87655905389477, 116.283275862069 39.87322435837445, 116.283275862069 39.8665549673338, 116.2775 39.86322027181349, 116.271724137931 39.8665549673338, 116.271724137931 39.87322435837445, 116.2775 39.87655905389477))",1580
"POLYGON ((116.2890517241379 39.87655905389477, 116.2948275862069 39.87322435837445, 116.2948275862069 39.8665549673338, 116.2890517241379 39.86322027181349, 116.283275862069 39.8665549673338, 116.283275862069 39.87322435837445, 116.2890517241379 39.87655905389477))",1581
"POLYGON ((116.3006034482759 39.87655905389477, 116.3063793103448 39.87322435837445, 116.3063793103448 39.8665549673338, 116.3006034482759 39.86322027181349, 116.2948275862069 39.8665549673338, 116.2948275862069 39.87322435837445, 116.3006034482759 39.87655905389477))",1582
"POLYGON ((116.3121551724138 39.87655905389477, 116.3179310344828 39.87322435837445, 116.3179310344828 39.8665549673338, 116.3121551724138 39.86322027181349, 116.3063793103448 39.8665549673338, 116.3063793103448 39.87322435837445, 116.3121551724138 39.87655905389477))",1583
"POLYGON ((116.3237068965517 39.87655905389477, 116.3294827586207 39.87322435837445, 116.3294827586207 39.8665549673338, 116.3237068965517 39.86322027181349, 116.3179310344828 39.8665549673338, 116.3179310344828 39.87322435837445, 116.3237068965517 39.87655905389477))",1584
"POLYGON ((116.3352586206897 39.87655905389477, 116.3410344827586 39.87322435837445, 116.3410344827586 39.8665549673338, 116.3352586206897 39.86322027181349, 116.3294827586207 39.8665549673338, 116.3294827586207 39.87322435837445, 116.3352586206897 39.87655905389477))",1585
"POLYGON ((116.3468103448276 39.87655905389477, 116.3525862068966 39.87322435837445, 116.3525862068966 39.8665549673338, 116.3468103448276 39.86322027181349, 116.3410344827586 39.8665549673338, 116.3410344827586 39.87322435837445, 116.3468103448276 39.87655905389477))",1586
"POLYGON ((116.3583620689655 39.87655905389477, 116.3641379310345 39.87322435837445, 116.3641379310345 39.8665549673338, 116.3583620689655 39.86322027181349, 116.3525862068965 39.8665549673338, 116.3525862068965 39.87322435837445, 116.3583620689655 39.87655905389477))",1587
"POLYGON ((116.3699137931034 39.87655905389477, 116.3756896551724 39.87322435837445, 116.3756896551724 39.8665549673338, 116.3699137931034 39.86322027181349, 116.3641379310345 39.8665549673338, 116.3641379310345 39.87322435837445, 116.3699137931034 39.87655905389477))",1588
"POLYGON ((116.3814655172414 39.87655905389477, 116.3872413793104 39.87322435837445, 116.3872413793104 39.8665549673338, 116.3814655172414 39.86322027181349, 116.3756896551724 39.8665549673338, 116.3756896551724 39.87322435837445, 116.3814655172414 39.87655905389477))",1589
"POLYGON ((116.3930172413793 39.87655905389477, 116.3987931034483 39.87322435837445, 116.3987931034483 39.8665549673338, 116.3930172413793 39.86322027181349, 116.3872413793103 39.8665549673338, 116.3872413793103 39.87322435837445, 116.3930172413793 39.87655905389477))",1590
"POLYGON ((116.4045689655172 39.87655905389477, 116.4103448275862 39.87322435837445, 116.4103448275862 39.8665549673338, 116.4045689655172 39.86322027181349, 116.3987931034483 39.8665549673338, 116.3987931034483 39.87322435837445, 116.4045689655172 39.87655905389477))",1591
"POLYGON ((116.4161206896552 39.87655905389477, 116.4218965517241 39.87322435837445, 116.4218965517241 39.8665549673338, 116.4161206896552 39.86322027181349, 116.4103448275862 39.8665549673338, 116.4103448275862 39.87322435837445, 116.4161206896552 39.87655905389477))",1592
"POLYGON ((116.4276724137931 39.87655905389477, 116.4334482758621 39.87322435837445, 116.4334482758621 39.8665549673338, 116.4276724137931 39.86322027181349, 116.4218965517241 39.8665549673338, 116.4218965517241 39.87322435837445, 116.4276724137931 39.87655905389477))",1593
"POLYGON ((116.439224137931 39.87655905389477, 116.445 39.87322435837445, 116.445 39.8665549673338, 116.439224137931 39.86322027181349, 116.4334482758621 39.8665549673338, 116.4334482758621 39.87322435837445, 116.439224137931 39.87655905389477))",1594
"POLYGON ((116.450775862069 39.87655905389477, 116.4565517241379 39.87322435837445, 116.4565517241379 39.8665549673338, 116.450775862069 39.86322027181349, 116.445 39.8665549673338, 116.445 39.87322435837445, 116.450775862069 39.87655905389477))",1595
"POLYGON ((116.4623275862069 39.87655905389477, 116.4681034482759 39.87322435837445, 116.4681034482759 39.8665549673338, 116.4623275862069 39.86322027181349, 116.4565517241379 39.8665549673338, 116.4565517241379 39.87322435837445, 116.4623275862069 39.87655905389477))",1596
"POLYGON ((116.4738793103448 39.87655905389477, 116.4796551724138 39.87322435837445, 116.4796551724138 39.8665549673338, 116.4738793103448 39.86322027181349, 116.4681034482759 39.8665549673338, 116.4681034482759 39.87322435837445, 116.4738793103448 39.87655905389477))",1597
"POLYGON ((116.4854310344828 39.87655905389477, 116.4912068965517 39.87322435837445, 116.4912068965517 39.8665549673338, 116.4854310344828 39.86322027181349, 116.4796551724138 39.8665549673338, 116.4796551724138 39.87322435837445, 116.4854310344828 39.87655905389477))",1598
"POLYGON ((116.4969827586207 39.87655905389477, 116.5027586206897 39.87322435837445, 116.5027586206897 39.8665549673338, 116.4969827586207 39.86322027181349, 116.4912068965517 39.8665549673338, 116.4912068965517 39.87322435837445, 116.4969827586207 39.87655905389477))",1599
"POLYGON ((116.5085344827586 39.87655905389477, 116.5143103448276 39.87322435837445, 116.5143103448276 39.8665549673338, 116.5085344827586 39.86322027181349, 116.5027586206896 39.8665549673338, 116.5027586206896 39.87322435837445, 116.5085344827586 39.87655905389477))",1600
"POLYGON ((116.5200862068966 39.87655905389477, 116.5258620689655 39.87322435837445, 116.5258620689655 39.8665549673338, 116.5200862068966 39.86322027181349, 116.5143103448276 39.8665549673338, 116.5143103448276 39.87322435837445, 116.5200862068966 39.87655905389477))",1601
"POLYGON ((116.5316379310345 39.87655905389477, 116.5374137931035 39.87322435837445, 116.5374137931035 39.8665549673338, 116.5316379310345 39.86322027181349, 116.5258620689655 39.8665549673338, 116.5258620689655 39.87322435837445, 116.5316379310345 39.87655905389477))",1602
"POLYGON ((116.5431896551724 39.87655905389477, 116.5489655172414 39.87322435837445, 116.5489655172414 39.8665549673338, 116.5431896551724 39.86322027181349, 116.5374137931034 39.8665549673338, 116.5374137931034 39.87322435837445, 116.5431896551724 39.87655905389477))",1603
"POLYGON ((116.5547413793103 39.87655905389477, 116.5605172413793 39.87322435837445, 116.5605172413793 39.8665549673338, 116.5547413793103 39.86322027181349, 116.5489655172414 39.8665549673338, 116.5489655172414 39.87322435837445, 116.5547413793103 39.87655905389477))",1604
"POLYGON ((116.5662931034483 39.87655905389477, 116.5720689655172 39.87322435837445, 116.5720689655172 39.8665549673338, 116.5662931034483 39.86322027181349, 116.5605172413793 39.8665549673338, 116.5605172413793 39.87322435837445, 116.5662931034483 39.87655905389477))",1605
"POLYGON ((116.5778448275862 39.87655905389477, 116.5836206896552 39.87322435837445, 116.5836206896552 39.8665549673338, 116.5778448275862 39.86322027181349, 116.5720689655172 39.8665549673338, 116.5720689655172 39.87322435837445, 116.5778448275862 39.87655905389477))",1606
"POLYGON ((116.5893965517241 39.87655905389477, 116.5951724137931 39.87322435837445, 116.5951724137931 39.8665549673338, 116.5893965517241 39.86322027181349, 116.5836206896552 39.8665549673338, 116.5836206896552 39.87322435837445, 116.5893965517241 39.87655905389477))",1607
"POLYGON ((116.6009482758621 39.87655905389477, 116.606724137931 39.87322435837445, 116.606724137931 39.8665549673338, 116.6009482758621 39.86322027181349, 116.5951724137931 39.8665549673338, 116.5951724137931 39.87322435837445, 116.6009482758621 39.87655905389477))",1608
"POLYGON ((116.6125 39.87655905389477, 116.618275862069 39.87322435837445, 116.618275862069 39.8665549673338, 116.6125 39.86322027181349, 116.606724137931 39.8665549673338, 116.606724137931 39.87322435837445, 116.6125 39.87655905389477))",1609
"POLYGON ((116.6240517241379 39.87655905389477, 116.6298275862069 39.87322435837445, 116.6298275862069 39.8665549673338, 116.6240517241379 39.86322027181349, 116.618275862069 39.8665549673338, 116.618275862069 39.87322435837445, 116.6240517241379 39.87655905389477))",1610
"POLYGON ((116.6356034482759 39.87655905389477, 116.6413793103448 39.87322435837445, 116.6413793103448 39.8665549673338, 116.6356034482759 39.86322027181349, 116.6298275862069 39.8665549673338, 116.6298275862069 39.87322435837445, 116.6356034482759 39.87655905389477))",1611
"POLYGON ((116.6471551724138 39.87655905389477, 116.6529310344828 39.87322435837445, 116.6529310344828 39.8665549673338, 116.6471551724138 39.86322027181349, 116.6413793103448 39.8665549673338, 116.6413793103448 39.87322435837445, 116.6471551724138 39.87655905389477))",1612
"POLYGON ((116.6587068965517 39.87655905389477, 116.6644827586207 39.87322435837445, 116.6644827586207 39.8665549673338, 116.6587068965517 39.86322027181349, 116.6529310344827 39.8665549673338, 116.6529310344827 39.87322435837445, 116.6587068965517 39.87655905389477))",1613
"POLYGON ((116.6702586206897 39.87655905389477, 116.6760344827586 39.87322435837445, 116.6760344827586 39.8665549673338, 116.6702586206897 39.86322027181349, 116.6644827586207 39.8665549673338, 116.6644827586207 39.87322435837445, 116.6702586206897 39.87655905389477))",1614
"POLYGON ((116.6818103448276 39.87655905389477, 116.6875862068966 39.87322435837445, 116.6875862068966 39.8665549673338, 116.6818103448276 39.86322027181349, 116.6760344827586 39.8665549673338, 116.6760344827586 39.87322435837445, 116.6818103448276 39.87655905389477))",1615
"POLYGON ((116.6933620689655 39.87655905389477, 116.6991379310345 39.87322435837445, 116.6991379310345 39.8665549673338, 116.6933620689655 39.86322027181349, 116.6875862068965 39.8665549673338, 116.6875862068965 39.87322435837445, 116.6933620689655 39.87655905389477))",1616
"POLYGON ((116.7049137931034 39.87655905389477, 116.7106896551724 39.87322435837445, 116.7106896551724 39.8665549673338, 116.7049137931034 39.86322027181349, 116.6991379310345 39.8665549673338, 116.6991379310345 39.87322435837445, 116.7049137931034 39.87655905389477))",1617
"POLYGON ((116.7164655172414 39.87655905389477, 116.7222413793103 39.87322435837445, 116.7222413793103 39.8665549673338, 116.7164655172414 39.86322027181349, 116.7106896551724 39.8665549673338, 116.7106896551724 39.87322435837445, 116.7164655172414 39.87655905389477))",1618
